,src,coronavirus,length
1875,"BACKGROUND: The gastrointestinal tract lipomas are a rare, benign, slow-growth condition and can be a diagnostic challenge, they are more frequent in the colon. The gastric lipoma occurs in fewer than 5% of cases, and represents less than 1% of all gastric tumors, usually their finding is incidental and the initial presentation may be obstruction, bleeding and intussusception. The purpose of presenting this case for its rarity, the few symptoms that the patient present and collect the most current information about the diagnosis and treatment. CLINICAL CASE: We report the case of a 59 years-old male patient who after having suffered acute pancreatitis a tomography control was made looking for complications it found a pylorus-duodenal intussusception, an endoscopy was performed and a tumor about 6 cm was found and biopsies without confirm diagnosis, so it was decided to perform a partial gastrectomy, histopathology study confirmed the diagnosis of gastric lipoma as well as disease free margins. Was maintained with adequate postoperative evolution currently asymptomatic. CONCLUSIONS: The gastric lipoma is a rare benign entity that can mimic a malignancy, in our case an incidental finding which was managed by partial gastrectomy with satisfactory postoperative results.",0,1286
1876,"Percutaneous endoscopic gastrostomy (PEG) is used as an alternative to enteral/nasoenteral feeding in situations where long-term oral feeding is ineffective or not tolerated. It is mostly preferred in patients with neurological conditions and also to support nutrition in patients with congenital heart diseases, cystic fibrosis, inflammatory bowel disease, and various oropharyngeal diseases. Although it is easily applicable compared to many invasive procedures, it has complications ranging from wound infection to death. PEG requires experienced medical personnel, appropriate prophylactic antibiotics and exhaustive information to the patients or their families about the procedure and subsequent care. We present a rare but important complication during the replacement of the gastrostomy tube subsequent to the ""cut and push"" method. The bumper portions, which should move to the distal end of the stomach, moved upwards to the proximal esophagus, caused a deep ulcer in the esophageal mucosa and a massive hemorrhage.",0,1025
1877,"INTRODUCTION: The trisomy 18 syndrome occurs due to the presence of an extra chromosome 18 in most cases. The prevalence in infants is estimated at 1:6000 to 1:8000. Those affected have a high mortality rate, only 4% may survive their first year of life. There are few reported cases exceeding five years of age. OBJECTIVE: The aim of this paper is to report a case of trisomy 18 of long survival with oral cavity features not described in the literature, and to provide information to physicians and paediatricians about aetiology, phenotype, survival and genetic counselling. CASE REPORT: A 7 year-old female patient with 2 karyotypes performed by lymphocyte culture showing 47XX+18 in all metaphases. She presented with growth deficiency, dysmorphic facies, severe psychomotor retardation and cognitive disability, inability to feed, lack of verbal language, sensorineural hearing loss, ataxia, cerebellar hypoplasia, and genitals with hypoplastic labia majora and minora. In the oral cavity: dome shaped palate, macroglossia, absence of upper central incisors and first upper and lower molars in mouth. X-ray findings showed formation of missing teeth, with late eruption being concluded. CONCLUSIONS: In cases of trisomy 18 syndrome there is an increased risk of neonatal and infant mortality. The clinical characteristics in utero and in neonates have been well described. Since few cases exceeding five years of age have been reported, the phenotype is yet to be established. In the case being reported we describe oral cavity findings not documented in the literature.",0,1576
1878,"The ventricle peritoneal (VP) shunt is commonly used in the treatment of hydrocephalus. It is a relatively simple and effective technique, but around 70% of the patients with a VP shunt have a complication in their lifetime. Most of these complications are due to infection or mechanical dysfunction. The thoracic complications are rare. The present case is one of the small number of them found in the literature, describing hydrothorax as a complication of a VP shunt without catheter migration and without ascites. The case is presented of a 2 year-old girl with VP shunt. The patient was diagnosed with pleural effusion compatible with hydrothorax. After finding beta-2-transferrin in the pleural fluid, it was it was shown to be from cerebrospinal fluid. Cranial CT showed the catheter in a proper position, and the Xray and ultrasound showed the catheter correctly positioned in the peritoneum.",0,900
1879,"Introduction: Hypercalcemia can cause different neurological disorders, depending on the calcium level. We report an exceptional case of primary hyperparathyroidism presenting as neurological alteration and it has favourable outcome after parathyroidectomy. Case report: A 74-year-old woman presented with progressive cognitive deterioration and impaired motor function. The complementary tests showed hypercalcemia due to a parathyroid adenoma. Parathyroidectomy was performed with symptomatic improvement. Conclusion: Cognitive impairment of the elderly due to a parathyroid adenoma is underdiagnosed, behavioral changes and alterations of motor functions are attributed to age, dementia and frailty, representing a diagnostic challenge.",0,739
1880,"INTRODUCTION: Leprosy is an infectious disease caused by the bacteria Mycobacterium leprae. It is particularly prone to affect the skin and the nerve trunks and, in fact, both are compromised in most infected patients. It is transmitted by exposure to those with the disease and sometimes by reactivation. One uncommon possibility is pure neural leprosy, which is characterised by neuropathy, but without skin lesions. We report the case of a patient with pure neural leprosy and review the diagnostic aspects. CASE REPORT: A 40-year-old male, an immigrant who was diagnosed and treated for leprosy 20 earlier. The patient visited due to painful paraesthesias and dysesthesias in the hands and legs without the presence of any skin lesions. Acute multiple mononeuritis with mainly ulnar involvement was observed. The disease, typified as paucibacillary/tuberculoid, was treated and in a few weeks there was a clear improvement. CONCLUSIONS: In this case of pure neural leprosy due to reactivation, early diagnosis allowed timely treatment to be established. Evaluation of neuropathy together with clinical, electrophysiological and ultrasound criteria is recommended. By so doing, a high degree of sensitivity is achieved as well as allowing early diagnosis and treatment, and therefore a better functional recovery.",0,1316
1881,"Trisomy 18 syndrome (T18) is a clinical and genetic disorder, which has a full extra chromosome 18 in each cell, variant that is called free trisomy. In addition, it can occur in partial and mosaic form. It is characterized by intrauterine growth restriction, psychomotor and mental retardation, characteristic craniofacial findings, congenital heart disease, hypoplastic pelvis, clenched hand and rocker-bottom foot, among others. The mosaic T18 occurs when cells with T18 and normal cell lines exist in the same individual and correspond to 5% of cases. Trisomia 18 en mosaico. Serie de casos Mosaic trisomy 18. Series of cases The phenotypic findings are highly variable and no correlation was evident between the percentage of trisomic cells and the findings found. The aim of this report is to present a series of five cases of mosaic T18 with emphasis on clinical aspects in order to guide an interdisciplinary adequate medical care and provide timely genetic counseling.",0,977
1882,"INTRODUCTION: The term <<poppers>> refers to products made of volatile alkyl nitrites used for recreational practices. CLINICAL CASE: 40 year old man reported blurred vision in both eyes and photophobia, and admitted regular use of <<poppers>>. Best corrected visual acuity was 0.63/1 in both eyes. Bilateral yellowish vitelliform macular lesions were present in both eyes in the funduscopy, as well as a disruption of the IS/OS line in the optical coherence tomography. DISCUSSION: This is the first case of <<poppers maculopathy>> registered in Spain. Clinical findings and symptoms are similar to previous reported cases.",0,624
1883,"Neural lesions of the colon may be masses (schwannomas and neurofibromas) or, more frequently, small polyps including perineuromas, ganglioneuromas and granular cell tumors. Some neural lesions are associated with congenital syndromes (neurofibromatosis-1, multiple endocrine neoplasia-2B). Recently, a new entity has been described named mucosal Schwann cell hamartoma, consisting of an intramucosal neural proliferation; to date, less than forty cases have been reported. We report a further case in a patient from whom a polyp was extirpated during colonoscopy screening. Histologically, the polyp showed a lamina propia that contained spindle-shaped cells of neural aspect which could only be identified after a histochemical and immunohistochemical study.",0,760
1884,"Tuberous sclerosis, also called Bourneville Pringle disease, is a phakomatosis with potential dermal, nerve, kidney and lung damage. It is characterized by the development of benign proliferations in many organs, which result in different clinical manifestations. It is associated with the mutation of two genes: TSC1 (hamartin) and TSC2 (tuberin), with the change in the functionality of the complex target of rapamycin (mTOR). MTOR activation signal has been recently described in systemic lupus erythematosus (SLE) and its inhibition could be beneficial in patients with lupus nephritis. We report the case of a patient who began with clinical manifestations of tuberous sclerosis complex (TSC) 30 years after the onset of SLE with severe renal disease (tipe IV nephritis) who improved after treatment with iv pulses of cyclophosphamide. We found only two similar cases in the literature, and hence considered the coexistence of these two entities of great interest.",0,969
1885,"Barber-Say syndrome is an unusual dysplasia caused by the mutation of the TWIST2 gene (2q37.3), which encodes a protein that acts at an epigenetic level. The case is presented of a 2-day-old male child in whom ectropion, hypertelorism, hypertrichosis and other dysmorphic features led to the clinical diagnosis of Barber-Say syndrome, which was later confirmed with genetic tests. Around 20 cases have been reported on this syndrome, of which less than half have described the surgical technique, as it represents a surgical challenge. The approach in this case included a lateral tarsorrhaphy and skin grafts taken from the volar surface of the forearm, retroauricular area and supraclavicular fossa, as well as autologous lipografts from the inner side of both thighs for palpebral reconstruction. This is the first case of Barber-Say syndrome in which the use of skin grafts are taken from supraclavicular fossa and forearms.",0,928
1886,"CLINICAL CASE: A 49-year-old woman experienced a local relapse of a primary follicular lymphoma (FL) of the conjunctiva. She received 4 weekly intra-lesional injections followed by 6 monthly injections of rituximab (6mg/ml). A clinical response was achieved after first injection. No adverse ocular event or signs of lymphoma relapse were seen after 10 months of follow-up. DISCUSSION: Intralesional administration of rituximab for treating primary FL of the conjunctiva was an effective and safe therapeutic option; therefore it could be an alternative to other conventional treatments, such as radiotherapy or chemotherapy.",0,625
1887,"CLINICAL CASE: A 27-year-old male with sudden visual loss of OD. He had a past history of heavy smoking, as well as a chronic ischaemia of his left lower limb of one-year onset. This led to a diagnosis of Buerger's disease, which is an inflammatory thrombotic disorder that affects small and medium vessels. The visual acuity (VA) of OD was 0.9, and in the funduscopy a very congestive papilla was observed, along with venous tortuosity, scattered retinal haemorrhages, but without macular oedema. He progressed favourably, with a complete recovery of VA. DISCUSSION: Papillophlebitis may be an ocular complication of Buerger's disease.",0,636
1888,"CLINICAL CASE: A 10-year-old girl was seen with a 3-week history of right upper lid swelling and with no other symptoms or fever. There was no recent history of sinusitis, trauma, or previous infection involving the periorbital area, or response to oral antibiotic treatment. Orbital computed tomography showed a lesion involving the upper margin of the orbit, and bone destruction at the orbital roof. Biopsy performed revealed the presence of Langerhans cell Histiocytosis. The lesion was surgically debulked and corticosteroids were used intra-operatively. The lesion responded to treatment. DISCUSSION: The orbital involvement of Langerhans cell histiocytosis, despite its low incidence, should be considered in the examination of acute peri-orbital swelling. It usually presents as an osteolytic lesion, and it is confirmed with a histological examination and immunohistochemical techniques for CD1a and S100. An interdisciplinary approach is recommended to rule out multifocal or multisystemic diseases, as well as to develop an appropriate treatment strategy.",0,1066
1889,"Hereditary forms of multiple exostoses, now called EXT1/EXT2-CDG within Congenital Disorders of Glycosylation, are the most common benign bone tumors in humans and clinical description consists of the formation of several cartilage-capped bone tumors, usually benign and localized in the juxta-epiphyseal region of long bones, although wide body dissemination in severe cases is not uncommon. Onset of the disease is variable ranging from 2-3 years up to 13-15 years with an estimated incidence ranging from 1/18,000 to 1/50,000 cases in European countries. We present a double mutant alleles in the EXT1 gene not previously reported in a teenager and her family with hereditary multiple exostoses.",0,698
1890,"Fibrodysplasia ossificans progressiva (FOP) or myositis ossificans, is a genetic disease, with a prevalence of 1 in 2.000.000. It is caused by pathogenic variants in ACVR1 gene and characterized by soft tissue heterotopic ossification, starting in the second decade of life. It is associated to early mortality caused by respiratory complications. It evolves in flare-ups, triggered by soft tissue injuries; therapy is symptomatic, using analgesia, steroids and diphosphonates. We report a 12-year-old female with left renal agenesis, hallux valgus and intellectual disability, presenting with a six months history of thoracic kyphosis, tender nodules in the thorax, and rigidity of right elbow and left knee. Clinical examination revealed dysmorphic facial features. A magnetic resonance showed heterotopic ossification nodules, which was confirmed with spinal radiography. These findings prompted the diagnosis of FOP. Pain treatment was started, and prednisone was used during flare-ups. The ACVR1 gene was analyzed and a pathogenic variant, p. Arg206His, was found, confirming the diagnosis of FOP.",0,1102
1891,"CLINICAL CASE: A case is presented of a unilateral choroidal osteoma with choroidal excavation and associated neovascular membrane that was studied using OCT-angiography. The OCT and OCT-angiography revealed an area of choroidal excavation and an active neovascular membrane. Three doses of aflibercept were administered to the patient, which stabilised the neovascularisation. DISCUSSION: OCT-angiography was used to analyse the morphology of the superficial vascular network of the osteoma, as well as to monitor the evolution of the neovascular membrane.",0,557
1892,"OBJECTIVE: This study aims to describe the presence of bladder foreign body as a rare complication following intraprostatic ethanol injection. CASE REPORTS: A 71-year-old man and a 70-year-old male with bladder catheter probe due to obstructive benign prostatic enlargement underwent ethanol injection via transrectal echography. RESULTS: The first patient presented a urinary infection with acute urinary retention one year after the procedure. Ultrasonography revealed a 30 cc intravesical foreign body confirmed by urethrocystoscopy. Endoscopic treatment was unsuccessful, and the patient underwent cystotomy with retrieval of a soft, oval, brownish mass. Histological examination of the mass showed benign gland-stromal prostatic hyperplasia with extensive coagulative necrosis. The second patient had an acute urinary retention episode 3 months after surgery. The ultrasonography revealed an abnormal vesicoprostatic mass. Endoscopic treatment was successful, but required 2 sessions. Histological examination of the mass showed acute suppurative inflammation with marked autolysis of prostatic tissue. These foreign bodies in the bladder acted as a nest to promote infection, and generated a valve effect in the bladder neck, resembling a giant vesical lithiasis clinic, which was a diagnostic and therapeutic challenge since few centers worldwide manage this technique for prostatic hyperplasia. CONCLUSIONS: To our knowledge, this is the second report of a ""calculus"" or ""foreign body"" formed by prostatic tissue in the urinary tract after the injection of ethanol.",0,1573
1893,"OBJECTIVE: Testicular epidermoid cyst is a rare clinical entity that accounts for 1% of testicular neoplasias. METHODS AND RESULTS: We report two cases of testicular epidermoid cysts in a 18 and 19 year old males with a painless testicular lesion. Testicular US was carried out showing a hypoechoic nodule in both cases. With the suspicion of testicular neoplasm inguinal orchiectomy was carried out with placement of testicular prostheses in the same act. The pathology report was testicular epidermoid cyst in both cases. CONCLUSIONS: Testicular epidermoid cysts are an uncommon benign entity. When there is a suspicion of this diagnosis, based on tumor markers and ultrasound or MRI images, testicular parenchyma-sparing surgery must be attempted.",0,750
1894,"A foreign body penetrating into the intraconal orbital compartment poses a surgical challenge because of its deep location behind the globe and near the optic nerve. We present a case of an air gun pellet lodged into the orbital apex, which was removed via superolateral orbitotomy through coronal incision. This additional craniofacial technique is a safe procedure to access the lateral aspect of the intraconal compartment in the unusual event of having to remove an orbital foreign body.",0,491
1895,"Schwannomas consist of benign tumors that arise from the nerves, however, they are not frequent in the breast. Our search criteria only found 28 cases described in Literature. We show the case about a 63 years old woman who underwent a breast magnetic resonance (MR) because of high risk for breast cancer, in which a lession on her left breast was found. Not only MR features seemed to be benign, but ultrasound and mamography features, too. The diagnosis of schwannoma was confirmed by ultrasound-guided biopsy. Findings in conventional radiology were correlated with those described in the reviewed literature. In our opinion, this case results valuable due to the inicial diagnosis by MR, which is not an imaging proof for bening tumors, innitially. According to the revised bibliography these features are pretty funny, as mamography and ultrasound, with histological findings, are the clues for the usual diagnosis.",0,921
1896,"We report a case of a 37 year-old man with a long history of hypertension under treatment, who was admitted at our institution with intense fatigue and weakness of lower limbs. The laboratory results at Emergency Department showed severe hypokalemia. A study of secondary hypertension was carried out. With the initial suspicion of primary hyperaldosteronism, complete blood test was done including plasma renine activity, which was completely suppressed, and plasma aldosterone concentration, which resulted normal. Likewise, an abdomen CT was performed and revealed a left adrenal mass consistent of suprarrenal adenoma. Therefore, a salt loading suppression test was done with subsequent measure of plasmatic renine activity, which was still suppressed, plasma aldosterone concentration, that persisted normal, and a 24-h urinary aldosterone excretion rate, which was clearly high, supporting the suspected diagnosis. After the adrenalectomy, the patient remained asymptomatic with normal blood pressure without treatment and with normal serum potassium levels.",0,1064
1897,"Intestinal cystic duplications are rare congenital anomalies, with an estimated incidence of approximately 1:4500 autopsies. The etiopathogenesis is uncertain. These duplications are cystic, tubular or diverticular structures lined with gastrointestinal mucosa. They share a common smooth muscle wall with the gastrointestinal tract but usually their lumens do not communicate with each other. Gastric duplication cysts represent 7-9% of the gastrointestinal tract duplication. They can be diagnosed prenatally by fetal ultrasound; magnetic resonance imaging characterizes the cyst and excludes other malformations. Postnatal ultrasound shows a characteristic double walled cyst. Newborns are usually asymptomatic, although nonspecific gastrointestinal symptoms, intestinal obstruction due to mass effect, volvulus or infection are described. In asymptomatic patients, clinical follow-up and periodic image controls are recommended. Elective surgical resection is the treatment of choice, using minimally invasive technique whenever possible. A case of prenatally suspected intestinal cystic duplication is presented.",0,1117
1898,"Infections in humans by Raoultella spp. are rare and the effect that Raoultella spp. might have as a human pathogen is currently unknown. A clinical case is presented of catheter-related bacteraemia caused by Raoultella ornithinolytica, treated successfully with applied antibiotic therapy (intravenous cefepime and sealed the catheter with amikacin).",0,351
1899,"INTRODUCTION: The suspected diagnosis of a Toddler's fracture can often be complicated by an unclear history, the lack of specific clinical findings and the absence of obvious changes in the initial radiographs. We present the case of an infant of 3 years and 7 months old with a history of falling from her own height with a rotation mechanism of the left pelvic limb. The purpose of this paper is to describe the etiopathology, diagnosis and therapeutic management of these fractures. DISCUSSION: The clinical history, physical examination and the use of imaging studies help identify Toddler's fractures, pathology that must be known to medical specialists for an ideal treatment.",0,683
1900,"Multiple Myeloma is a myeloproliferative disorder of plasma cells, which may be complicated with secondary amyloidosis. We report a 48 year old woman consulting to primary care for weight loss and malaise. An initial laboratory study revealed a hypogammaglobulinemia with a monoclonal component and lambda light chains. These results motivated her derivation to hematology: her serum calcium was 11.8 mg/dl, immunofluorescence showed a monoclonal component of lambda chains and urine Bence-Jones protein was positive. A bone marrow biopsy confirmed plasma cell infiltration. A Congo-red stain of a rectal biopsy was positive. The patient was treated with thalidomide, bortezomid and dexamethasone.",0,697
1901,Swelling of the salivary glands after administration of iodinated contrast is a very rare adverse reaction. Its etiology is not clear and although it has a benign course associated complications have been reported. We report two cases of acute bilateral sialadenitis after intravenous iodinated contrast in 60 and 63 year-old men who underwent a computed tomography scan in the previous days.,0,392
1902,"Chronic diarrhea caused by infection in immunocompetent patients is an infrequent condition in developed countries, although certain pathogens,generally parasites (Giardia lamblia, Isospora belli,Cryptosporidium, Cyclospora, Strongyloides, Ameba,Trichuris and Schistosoma) and some bacteria (Aeromonas,Plesiomonas, Campylobacter, Clostridium difficile, Salmonella or Mycobacterium tuberculosis)can cause persistent diarrhea.We present the case of a patient who showed Salmonella typhimurium in his stool culture and recovered following treatment with levofloxacin for 7 days.",0,575
1903,"CASE REPORT: The case concerns a 31 year-old woman with no previous history who consulted due to decreased vision in both eyes. She mentioned taking 1 pill of ulipristal acetate (30mg) as an emergency contraceptive four days before the visual symptoms appeared. In the examination, a better corrected visual acuity of 0.6 was found in the right eye and 0.8 in left eye (by Snellen chart), and bilateral macular serous detachment. It was decided to observe, and 15 days later she showed a functional and anatomical improvement. DISCUSSION: Ulipristal acetate could lead to serous central chorioretinopathy due to its activity on the progesterone receptors present in choroidal and retinal pigment epithelium.",0,707
1904,"CLINICAL CASE: The case is presented of a 16 year-old girl with unilateral congenital retinal macrovessel associated with peripheral telangiectasia and retinal ischaemia. DISCUSSION: Congenital retinal macrovessel is a rare finding. To the best of our knowledge this is the first report of this unusual presentation of congenital retinal macrovessel. After 21 months of follow up, visual acuity remained stable, and no complications developed.",0,443
1905,"We present a case of acute post-streptococcal glomerulonephritis (APSGN) with autoimmune hemolytic anemia (AIHA). Along with the classic findings of APSGN, the patient had a positive direct antiglobulin test and an anticardiolipin antibody without any typical clinical manifestations of antiphospholipid syndrome (APS). This case raises questions of the relationship between Streptococcus and the development of autoimmune hemolytic anemia in children. Our case highlights the possibility that the streptococcal infections in this patient might be responsible for her anemia, either in setting of underlying antiphospholipid antibodies, or in having triggered the development of pathogenic antibodies, which subsequently leads to the clinical evolution of hemolysis. It is presumed that in our case, the anticardiolipin antibody induced by streptococcal infection may play a direct role in the clinical evolution of AIHA.",0,921
1906,"Amyloidosis due to deposits of transthyretin (ATTR) is currently considered the most frequent form of cardiac amyloidosis and its incidence is increasing thanks to the advances in diagnostic imaging techniques. Some non-invasive diagnostic criteria have recently been published on this entity that due to the development of new drugs for the specific treatment of cardiac ATTR, have prognostic and therapeutic implications. That is why cardiac ATTR could cease to be a rare disease and become a frequent one, and become potentially treatable instead of incurable. We present the case of an 80-year-old male diagnosed with non-hereditary cardiac ATTR by means of gammagraphy with 99mTc diphosfonate scintigraphy (99mTc-DPD) following the new criteria of non-invasive diagnosis.",0,776
1907,"Acute generalized exanthematous pustulosis, Stevens-Johnson syndrome, toxic epidermal necrolysis, and drug reaction with eosinophilia and systemic symptoms are all severe hypersensitivity reactions to medications. While each of these reactions is a well-established entity with specific diagnostic criteria, clinicians see cases that fulfill criteria for more than one form, prompting discussion on the possibility of combined forms. Such overlapping clinical pictures meeting the criteria for 2 conditions have thus become a topic of debate in dermatology in recent years. We describe 2 patients with cutaneous drug reactions having the characteristics of both acute generalized exanthematous pustulosis and Stevens-Johnson syndrome -toxic epidermal necrolysis. We also review previously published cases and current thinking on such overlapping conditions.",0,857
1908,"BACKGROUND: Intramural duodenal haematoma is a rare entity that usually occurs in the context of patients with coagulation disorders. A minimum percentage is related to processes such as pancreatitis and pancreatic tumours. CLINICAL CASE: The case is presented of a 45 year-old male with a history of chronic pancreatitis secondary to alcoholism. He was seen in the emergency room due to abdominal pain, accompanied by toxic syndrome. The abdominal computed tomography reported increased concentric duodenal wall thickness, in the second and third portion. After oesophageal-gastro-duodenoscopy, he presented with haemorrhagic shock. He had emergency surgery, finding a hemoperitoneum, duodenopancreatic tumour with intense inflammatory component, as well a small bowel perforation of third duodenal portion. A cephalic duodenopancreatectomy was performed with pyloric preservation and reconstruction with Roux-Y. DISCUSSION: Treatment of a duodenal haematoma is nasogastric decompression, blood transfusion and correction of coagulation abnormalities. Surgery is indicated in the cases in which there is no improvement after 2 weeks of treatment, or there is suspicion of malignancy or major complications arise. CONCLUSIONS: Duodenal intramural haematoma secondary to chronic pancreatitis is rare, although the diagnosis should be made with imaging and, if suspected, start conservative treatment and surgery only in complicated cases.",0,1437
1909,"INTRODUCTION: Hydatid cyst, which is caused by Echinococcus granulosus, is mostly seen in the liver and lungs although it may also rarely be found in any organ or soft tissue. This study presents an interesting case of pancreatic hydatid cyst in which the pancreatic duct opened into this cyst. CASE REPORT: A 10-year-old boy presented to our clinic with significant abdominal distension and pain in the epigastric region which had started 10 days previously. Serum amylase level was 3709 U/L and hemagglutination inhibition for hydatid disease was 1/160. At abdominal computed tomography, two separate lesions and ascites were determined, a CE2 hydatid cyst in the region of the tail of the pancreas and a CE1 hydatid cyst in the left lobe of the liver. Percutaneous drainage was applied to the cyst in the pancreatic tail, and the patient was started on albendazole. The drainage catheter was removed, and the patient has since been followed-up on an outpatient basis with no complications.",0,992
1910,"INTRODUCTION: H Syndrome is an extremely rare genetic disease, with a multisystemic character and which can be identified in early childhood, offering the opportunity of specific treatment and genetic counselling. OBJECTIVE: To present a clinical case with ""typical"" characteristics of H Syndrome. CLINICAL CASE: The case is presented of an 8-year-old male patient who presented with testicular tumours and skin lesions characterised by hyperpigmentation with hypertrichosis, language delay, short stature, and joint deformities. He also presented with bilateral sensorineural hearing loss, anaemia, hypergammaglobulinaemia, and bone disorders. Histopathology studies of the skin and testicular masses reported lymphoplasmacytic infiltration. Sequencing analysis of gene SLC29A3 showed the homozygote mutation c.1087 C>T (p.Arg363Trp; rs387907067). CONCLUSIONS: These findings are consistent with H syndrome, and this is the first reported case in Latin America. The key to the diagnosis is the finding of hyperpigmentation with hypertrichosis.",0,1044
1911,"Background: Gallstone ileus (GI) represents a rare cause of mechanical intestinal occlusion, which is caused by the impaction of a gallstones at the gastrointestinal tract, being most frequently the terminal ileum; its etiology is due to the passage of a calculum through a biliary-enteric fistula. Due to its low incidence, diagnostic suspicion and adequate initial surgical treatment are essential for an adequate clinical evolution. Objective: A bibliographic review on the current surgical management of GI was carried out and exemplified by the presentation a clinical case. Clinical case: 78-year-old male with bowel obstruction, upon undergoing a CT scan, a gallstone at the level of distal ileum is displayed, therefore, an exploratory laparotomy (ex lap) is performed with enterotomy and extraction of the calculus. The patient bestowed adequate postoperative clinical evolution, and the presence of a cholecystoduodenal fistula is documented by an upper endoscopy. Discussion: GI represents an uncommon pathology, however, there is discrepancy in the literature regarding the initial surgical management, especially in whether or not a biliary procedure should be associated with emergency enterolithotomy. Conclusion: GI is associated with complications secondary to diagnostic delay and its late surgical resolution, although the initial treatment is aimed at resolving the intestinal obstruction through enterotomy and gallstone extraction, there is controversy regarding the preferred time for cholecystectomy and repair of biliary-enteric fistula, being the two-stage surgery the surgical procedure of choice, especially in patients with a high risk of complications.",0,1682
1912,"INTRODUCTION: Hydrocephalus is defined as complex conditions influenced by genetic and environmental factors. Excluding hydrocephalus acquired from infection or brain tumors, congenital hydrocephalus with a genetic cause may occur isolated (hydrocephalus isolated, pure or non-syndromatic) or as a component of a genetic syndrome (syndromic hydrocephalus). OBJECTIVE: To present a syndromic congenital hydrocephalus with a known diagnosis, in order to be considered in the study of this pathology and to perform a review of hydrocephaly with a genetic cause. CLINICAL CASE: Preschool with a prenatal diagnosis of hydrocephalus and rhombencephalosynapsis, karyotype and study of TORCH was normal. At the moment of birth, the prenatal diagnoses were confirmed and a malformation of cerebral cortical development was excluded. During the first week of life, perito neal ventricle shunt was performed. A reevaluation at age 4, the absence of corneal reflexes bilate ral parietal and congenital focal alopecia associated with rhombencephalosynapsis, meet definitive criteria for cerebello-trigeminal-dermal displasia or Gomez-Lopez-Hernandez syndrome (GLHS). CONCLUSIONS: GLHS is an uncommon neurocutaneous syndrome, possibly a sporadic condition that is underdiagnosed. Due to the new imaging and genetic technologies pre and post-natal, today it is possible to achieve a better and more accurate diagnosis of hydrocephalus with a genetic origin, in which the high suspicion of teams of clinical specialists is essential. Without accurate diagnosis, we can not access to a long-term prognosis, prevention of aggregate morbidity or an adequate genetic counseling, which are required in today's pediatrics.",0,1700
1913,"Noonan's syndrome is an autosomal dominant genetic disorder with high phenotypic variability, characterized mainly by facial dysmorphism, congenital heart disease and short stature. We describe the case of a male patient diagnosed with Noonan's syndrome and peripheral spondyloarthritis, a previously undescribed association in the literature.",0,343
1914,"INTRODUCTION: Neurofibromatosis type 2 (NF2) is a dominantly inherited neuroectodermal syndrome that predispose to the development of tumors of the central and peripheral nervous system. Additional features include eye and skin abnormalities. CASE REPORT: A 12-year old male with diagnosis of MF2 according to Baser et al and presentation in childhood was included. A comprehensive bibliographic review of evolution of the diagnostic criteria for NF2 in children was performed. CONCLUSIONS: The pattern of presentation of NF2 in childhood differs from adulthood in many aspects. Ophthalmologic and skin manifestations, and not an auditory dysfunction, are the most common initial symptoms in prepuberal-onset NF2. The most frequent symptoms and signs at presentation are posterior subcapsular cataract, skin manifestations as NF2 plaques and/or peripheral nerve tumors, and neurological dysfunction related to isolated or multiple cranial nerve deficits (other than nerve VIII), brainstem masses or spinal masses. As sensitivity of diagnostic criteria in children is low, those prepuberal patients with congenital or early-onset cataracts and typical skin manifestations of NF2 should be systematically assessed.",0,1212
1915,"Invasive meningococcal disease (IMD) by serogroup W has become predominant in Chile since 2012, prompting vaccination with conjugate ACWY. We reported two pediatric cases in patients already vaccinated, which evolved with IMD by serogroup B. This should remind us to keep the alertness with this pathology, despite the current vaccination system in Chile, emphasizing in improve our epidemiological case definition and its diagnosis.",0,433
1916,"INTRODUCTION: Idiopathic hypertrophic pachymeningitis is a fibroinflammatory immune-mediated disease of the dura mater. Its diagnosis requires the preclusion of infectious, tumoral and other inflammatory diseases. In recent years new entities have been reported that can present with hypertrophic pachymeningitis, such as IgG4-associated disease and MPO-ANCA+ pachymeningitis, as a form of vasculitis limited to the central nervous system. CASE REPORT: We describe the case of a 64 years-old male with headaches and cervicalgia, predominantly at night, and clinical signs and symptoms of spinal cord compression. Following the diagnosis of craniocervical hypertrophic pachymeningitis provided by the magnetic resonance imaging study, an aetiological study was conducted. Infectious and tumoral diseases were precluded. The clinical features did not show any systemic involvement and high levels of IgG4 and MPO-ANCA+ were found in the results of the analyses. The clinical signs and symptoms quickly improved following treatment with corticoids. CONCLUSIONS: IgG4-related disease and MPO-ANCA-associated vasculitis limited to the central nervous system can account for a high percentage of the cases of hypertrophic pachymeningitis that were considered idiopathic, and their diagnosis requires a biopsy and a histological study.",0,1328
1917,"High activity antiretroviral therapy may exacerbate the activity of ergot alkaloids due to an inhibition of cytochrome P450. We report a 57 years old female with AIDS treated with lamivudine, zidovudine, atazanavir, ritonavir and cotrimoxazole presenting with ischemic signs in the four limbs. There was acrocyanosis and weak radial and ulnar pulses. A family member referred that the patient used ergot alkaloids for headaches. An ergotism due to the simultaneous use of ergot alkaloids and antiretroviral therapy was suspected. The latter was discontinued and intravenous nitroglycerin, nifedipine and pentoxifyline were started with good results.",0,649
